execution_mode,prompt_length,request_count,request_rate,arrival_pattern,max_num_batched_tokens,request_throughput_rps,output_throughput_tok_s,total_throughput_tok_s,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,tpot_p50_ms,tpot_p95_ms,tpot_p99_ms,itl_p95_ms,itl_p99_ms,e2e_p95_ms,exact_fraction_vs_first_budget,min_matched_prefix_vs_first_budget,decode_only_iterations,prefill_only_iterations,mixed_iterations,mean_token_budget_utilization
fully-eager,512,1,20.0,poisson,1024,1.1745541746870116,75.17146717996874,676.5432046197187,15.973876230418682,15.973876230418682,15.973876230418682,13.261213447780364,13.261213447780364,13.261213447780364,14.143254840746522,14.296577339991927,851.3738359324634,1.0,64,63,1,0,0.0087738037109375
fully-eager,512,1,20.0,poisson,2048,1.1753567924374748,75.22283471599839,677.0055124439855,15.931220259517431,15.931220259517431,15.931220259517431,13.251772571709894,13.251772571709894,13.251772571709894,14.111394854262471,14.293193574994802,850.7928922772408,1.0,64,63,1,0,0.00438690185546875
fully-eager,512,1,20.0,poisson,4096,1.1266135169503266,72.1032650848209,648.9293857633882,16.398258041590452,16.398258041590452,16.398258041590452,13.816678157401464,13.816678157401464,13.816678157401464,15.010021068155766,15.711857061833147,887.6018039882183,1.0,64,63,1,0,0.002193450927734375
fully-eager,512,1,20.0,poisson,8192,1.1613759621864226,74.32806157993105,668.9525542193794,16.21132902801037,16.21132902801037,16.21132902801037,13.413584473291559,13.413584473291559,13.413584473291559,14.037121273577213,15.219466425478458,861.0346047207713,1.0,64,63,1,0,0.0010967254638671875
fully-eager,512,1,20.0,poisson,16384,1.1692739761922724,74.83353447630543,673.5018102867489,16.204452142119408,16.204452142119408,16.204452142119408,13.319872253175292,13.319872253175292,13.319872253175292,14.243812579661608,14.361430555582047,855.21897720173,1.0,64,63,1,0,0.0005483627319335938
fully-eager,512,4,0.0,burst,512,3.913807183724676,250.48365975837928,2254.3529378254134,66.4146188646555,92.72766539361328,94.97032287996262,14.815999963690363,15.02488730401392,15.043990129664069,16.100430861115456,19.894448136910796,1020.0038611423224,1.0,64,63,1,4,0.06606158088235294
fully-eager,512,4,0.0,burst,1024,4.1385922534854345,264.8699042230678,2383.8291380076107,26.402091840282083,52.90050806943327,55.20338751841337,14.597086409579903,14.645587216826184,14.645587216826184,15.402737422846258,18.97020684555173,964.4951755646616,1.0,64,63,1,2,0.03403172348484849
fully-eager,512,4,0.0,burst,2048,4.311629411082322,275.9442823092686,2483.4985407834174,16.665049828588963,16.665049828588963,16.665049828588963,14.460797000321604,14.460797000321602,14.460797000321604,14.575634151697159,15.347262844443321,927.69526084885,1.0,64,63,1,0,0.017547607421875
fully-eager,512,4,0.0,burst,4096,4.316733038835388,276.27091448546486,2486.4382303691837,16.729034017771482,16.729034017771482,16.729034017771482,14.442515396882618,14.442515396882618,14.442515396882618,14.642844907939434,15.461304690688848,926.6075040213764,1.0,64,63,1,0,0.0087738037109375
fully-eager,512,4,0.0,burst,8192,4.305599325541727,275.5583568346705,2480.0252115120347,16.899688635021448,16.899688635021448,16.899688635021448,14.477871240131439,14.477871240131439,14.477871240131439,14.637108892202377,15.43016405776143,929.0055767633021,1.0,64,63,1,0,0.00438690185546875
