execution_mode,prompt_length,request_count,request_rate,arrival_pattern,max_num_batched_tokens,request_throughput_rps,output_throughput_tok_s,total_throughput_tok_s,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,tpot_p50_ms,tpot_p95_ms,tpot_p99_ms,itl_p95_ms,itl_p99_ms,e2e_p95_ms,exact_fraction_vs_first_budget,min_matched_prefix_vs_first_budget,decode_only_iterations,prefill_only_iterations,mixed_iterations,mean_token_budget_utilization
fully-eager,128,1,20.0,poisson,8192,1.1649255981931985,74.5552382843647,223.66571485309413,16.100753098726273,16.100753098726273,16.100753098726273,13.36999216102182,13.36999216102182,13.36999216102182,13.486589584499598,13.575304644182324,858.4102592431009,1.0,64,63,1,0,0.0003643035888671875
fully-eager,128,1,20.0,poisson,16384,1.1662189150235749,74.63801056150879,223.9140316845264,16.021078918129206,16.021078918129206,16.021078918129206,13.357677504361149,13.357677504361149,13.357677504361149,13.486372353509068,13.879966130480174,857.4585258029401,1.0,64,63,1,0,0.00018215179443359375
fully-eager,128,4,0.0,burst,512,4.2949485807615595,274.8767091687398,824.6301275062194,16.83071767911315,16.83071767911315,16.83071767911315,14.521826701682238,14.52182670168224,14.521826701682238,14.828060287982225,15.2426827698946,931.3098541460931,1.0,64,63,1,0,0.0233154296875
fully-eager,128,4,0.0,burst,1024,4.308579965726857,275.7491178065188,827.2473534195564,16.399960964918137,16.399960964918137,16.399960964918137,14.475620322165982,14.475620322165982,14.475620322165982,14.632921200245619,14.761250000447035,928.364041261375,1.0,64,63,1,0,0.01165771484375
fully-eager,128,4,0.0,burst,2048,4.305730865354755,275.5667753827043,826.7003261481129,16.406521666795015,16.406521666795015,16.406521666795015,14.481812138997373,14.481812138997373,14.481812138997373,14.59979871287942,14.738110359758139,928.9675401523709,1.0,64,63,1,0,0.005828857421875
fully-eager,128,4,0.0,burst,4096,4.300679587648703,275.243493609517,825.7304808285509,16.418294049799442,16.418294049799442,16.418294049799442,14.50225090726264,14.50225090726264,14.50225090726264,14.606514014303684,14.774123206734657,930.0690842792392,1.0,64,63,1,0,0.0029144287109375
fully-eager,128,4,0.0,burst,8192,4.299861639310115,275.19114491584736,825.573434747542,16.33287826552987,16.33287826552987,16.33287826552987,14.506396046647478,14.506396046647478,14.506396046647478,14.700135216116905,15.516485087573528,930.2358292043209,1.0,64,63,1,0,0.00145721435546875
fully-eager,128,4,0.0,burst,16384,4.296742106145993,274.9914947933436,824.9744843800307,16.483259852975607,16.483259852975607,16.483259852975607,14.506711232815944,14.506711232815944,14.506711232815944,14.65414883568883,15.557888895273209,930.9218879789114,1.0,64,63,1,0,0.000728607177734375
fully-eager,128,4,20.0,poisson,512,3.4747714769506826,222.38537452484368,667.1561235745311,21.99474047097511,31.429915926616644,32.64928511616286,14.616497204683366,14.661945671301396,14.662230736723851,14.714853838086128,20.05176161415875,944.3992145673869,1.0,64,75,1,3,0.018888449367088608
fully-eager,128,4,20.0,poisson,1024,3.4588914470661845,221.3690526122358,664.1071578367074,23.725994312062785,26.169611267019928,26.298856434885572,14.854727682494929,14.926408498828845,14.930318971534097,16.013849060982466,20.095396786928177,962.8320187644599,1.0,64,75,1,3,0.009444224683544304
fully-eager,128,4,20.0,poisson,2048,3.462039849177677,221.57055034737132,664.711651042114,22.154086271032163,31.422828538540756,32.61778666444566,14.673809990257261,14.741500000661564,14.749180245405388,15.070062130689621,19.957736474461854,950.0543190015046,1.0,64,74,1,3,0.004782652243589744
fully-eager,128,4,20.0,poisson,4096,3.5107952349883407,224.6908950392538,674.0726851177615,20.06379189129121,28.301366656284785,29.4203785368472,14.469921603680604,14.514038692568503,14.514639447073616,15.42344270274043,19.70403044950217,933.5265506517993,1.0,64,75,1,3,0.002361056170886076
fully-eager,128,4,20.0,poisson,8192,3.4937105337346024,223.59747415901455,670.7924224770437,21.309213714405367,29.777178033452486,30.869652138021554,14.533469109751639,14.580307023910184,14.580642366560088,15.423772647045553,19.67033464461565,939.093877397749,1.0,64,75,1,3,0.001180528085443038
fully-eager,128,4,20.0,poisson,16384,3.5052338863594645,224.33496872700573,673.0049061810172,20.851385082780787,29.52937961575762,30.775033950735594,14.486103056235208,14.532017465015606,14.533413234610288,15.318746212869883,19.85230475664139,934.6908461063089,1.0,64,75,1,3,0.000590264042721519
fully-eager,128,16,0.0,burst,512,15.277356559141218,977.750819785038,2933.252459355114,56.57803127542138,81.81938657071441,93.7861668644473,15.28717302495525,15.449837633659916,15.449837633659914,17.94709824025631,20.249121771194037,1037.366761942394,1.0,64,63,1,4,0.08777573529411764
fully-eager,128,16,0.0,burst,1024,15.693396218279988,1004.3773579699192,3013.1320739097578,26.756453095003963,41.94979858584702,53.75658401753753,15.413854300739274,15.460779823895011,15.460779823895011,16.243224032223225,19.580774940550327,1009.4867453444749,1.0,64,63,1,2,0.04521780303030303
fully-eager,128,16,0.0,burst,2048,16.410895813919137,1050.2973320908247,3150.8919962724744,16.736031975597143,16.736031975597143,16.736031975597143,15.209938525148328,15.209938525148328,15.209938525148328,16.077294014394283,16.448231413960457,974.9343297444284,1.0,64,63,1,0,0.0233154296875
fully-eager,128,16,0.0,burst,4096,16.45266498650383,1052.9705591362451,3158.9116774087356,16.759577207267284,16.759577207267284,16.759577207267284,15.171561456684556,15.171561456684556,15.171561456684557,15.408985782414675,16.24102285131812,972.4492230452597,1.0,64,63,1,0,0.01165771484375
fully-eager,128,16,0.0,burst,8192,16.427687792690282,1051.372018732178,3154.116056196534,16.77887188270688,16.77887188270688,16.77887188270688,15.19285755172845,15.19285755172845,15.19285755172845,15.33544110134244,15.906560700386763,973.9288976415992,1.0,64,63,1,0,0.005828857421875
fully-eager,128,16,0.0,burst,16384,15.686470114761697,1003.9340873447486,3011.802262034246,16.893877647817135,16.893877647817135,16.893877647817135,15.92188553943757,15.92188553943757,15.92188553943757,18.365297000855207,19.189768005162477,1019.9550623074174,1.0,64,63,1,0,0.0029144287109375
fully-eager,128,16,20.0,poisson,512,10.570509007580325,676.5125764851408,2029.5377294554223,30.751791667395167,34.31461820267648,36.765010249354084,15.546665741278538,15.997892550547563,16.028915389647914,20.121239125728607,20.92985063791275,1033.1619483303502,1.0,64,83,1,13,0.06153350515463918
fully-eager,128,16,20.0,poisson,1024,10.510620722953895,672.6797262690493,2018.0391788071481,29.429347349273442,38.66388166792413,38.88583715666067,15.675968002705346,16.1328030166231,16.187684463396195,20.09665872901678,20.84403019398451,1043.4891521116942,1.0,64,78,1,13,0.032438858695652176
fully-eager,128,16,20.0,poisson,2048,10.496701722410302,671.7889102342593,2015.366730702778,31.780738834613658,39.151255116182014,40.5619661951625,15.717708653519077,16.808623058115327,16.87110742768421,20.60931408777833,28.083529560826495,1090.4805820567094,1.0,64,82,1,14,0.015383376288659795
fully-eager,128,16,20.0,poisson,4096,10.48450187897222,671.008120254222,2013.0243607626662,27.92450297676229,36.041671277524514,38.68145284310957,15.720405915219867,16.170424887807002,16.194294184254154,20.205382257699966,20.571409724652767,1044.5723775853403,1.0,64,83,1,13,0.007691688144329897
fully-eager,128,16,20.0,poisson,8192,10.549711418245447,675.1815307677086,2025.544592303126,26.776991203629308,35.82891954330311,38.518008512998655,15.935212950266543,16.473641977571543,16.51622842302516,20.26570129673928,24.048421066254377,1064.0758882627115,1.0,64,82,1,13,0.0038859049479166665
fully-eager,128,16,20.0,poisson,16384,10.509591701911406,672.61386892233,2017.84160676699,24.2200580602224,35.1422798562567,37.80152055502912,15.779443070410736,16.21967029484314,16.252664610048726,20.297136157751083,20.64057858660817,1048.0746642067097,1.0,64,82,1,14,0.0019229220360824743
fully-eager,512,1,0.0,burst,512,1.1578230914720855,74.10067785421347,666.9061006879213,16.32822025567293,16.32822025567293,16.32822025567293,13.450429013501557,13.450429013501557,13.450429013501557,14.297023322433233,14.480407973751426,863.676467910409,1.0,64,63,1,0,0.017547607421875
fully-eager,512,1,0.0,burst,1024,1.1451427916855168,73.28913866787308,659.6022480108577,16.3850667886436,16.3850667886436,16.3850667886436,13.60187338783391,13.60187338783391,13.60187338783391,14.484590804204345,14.857305111363534,873.2393593527377,1.0,64,63,1,0,0.0087738037109375
fully-eager,512,1,0.0,burst,2048,1.1678934702843724,74.74518209819983,672.7066388837985,16.437076032161713,16.437076032161713,16.437076032161713,13.334577444881674,13.334577444881674,13.334577444881674,14.259281056001782,14.432446546852589,856.2289620749652,1.0,64,63,1,0,0.00438690185546875
fully-eager,512,1,0.0,burst,4096,1.175510645425272,75.2326813072174,677.0941317649566,16.072636004537344,16.072636004537344,16.072636004537344,13.247948317300706,13.247948317300706,13.247948317300706,14.14461168460548,14.310192363336682,850.6742790341377,1.0,64,63,1,0,0.002193450927734375
fully-eager,512,1,0.0,burst,8192,1.1216472044918235,71.7854210874767,646.0687897872904,16.088685020804405,16.088685020804405,16.088685020804405,13.896289414593152,13.896289414593152,13.896289414593152,16.718170838430524,17.071822667494416,891.5317072533071,1.0,64,63,1,0,0.0010967254638671875
fully-eager,512,1,0.0,burst,16384,1.168091712782499,74.75786961807994,672.8208265627194,16.079450957477093,16.079450957477093,16.079450957477093,13.333787254634357,13.333787254634357,13.333787254634357,13.909117691218853,14.939926238730553,856.0838978737593,1.0,64,63,1,0,0.0005483627319335938
fully-eager,512,1,20.0,poisson,512,1.1732226659048748,75.08625061791199,675.7762555612079,16.02026494219899,16.02026494219899,16.02026494219899,13.27533232018588,13.27533232018588,13.27533232018588,14.053380768746138,14.340489245951176,852.3397082462907,1.0,64,63,1,0,0.017547607421875
