backend,request_throughput_rps,output_throughput_tok_s,total_throughput_tok_s,ttft_median_ms,ttft_p95_ms,tpot_median_ms,tpot_p95_ms,itl_median_ms,itl_p95_ms,e2e_median_ms,e2e_p95_ms,peak_gpu_memory_bytes,setup_time_s,exact_request_fraction_vs_pytorch_baseline,min_matched_prefix_tokens_vs_pytorch_baseline,output_throughput_vs_pytorch_baseline,output_throughput_vs_custom_kernels
regime-dispatched,2.6778876137177297,685.5392291117388,6169.853062005649,112.48144507408142,177.19484521076083,11.122549365402437,11.28206705017125,10.95418818295002,11.178750544786453,2949.0272300317883,2983.702071290463,3858085376,0.004612019285559654,,,,
vllm,9.036003272989435,2313.2168378852953,20818.951540967657,,,,,,,,,,0.0,,,,
