batch_size,query_length,prefix_length,context_length,attention_pairs,block_m,block_n,num_warps,num_stages,sdpa_median_ms,triton_median_ms,speedup_vs_sdpa,speedup_vs_production,max_abs_error,status,error
2,128,0,128,16512,32,16,4,2,0.29257600009441376,0.07023999840021133,4.165375950429029,0.9202733760645638,0.0009765625,ok,
2,128,0,128,16512,32,32,2,2,0.29257600009441376,0.0660799965262413,4.427603139752401,0.978208290868517,0.00048828125,ok,
2,128,0,128,16512,32,32,4,2,0.29257600009441376,0.06630399823188782,4.412644906739638,0.9749035078769126,0.00048828125,ok,
2,128,0,128,16512,64,32,4,2,0.29257600009441376,0.06464000046253204,4.5262375928354555,1.0,0.00048828125,ok,
2,128,0,128,16512,64,64,4,2,0.29257600009441376,0.06584000214934349,4.443742262200566,0.9817739725449961,0.00048828125,ok,
2,128,0,128,16512,128,64,8,2,0.29257600009441376,0.05846399813890457,5.004378923919686,1.1056377004691658,0.00048828125,ok,
2,128,2048,2176,540800,32,16,4,2,0.39691200852394104,0.22412800043821335,1.7709166536439076,0.6561964681080692,0.0001220703125,ok,
2,128,2048,2176,540800,32,32,2,2,0.39691200852394104,0.19470400363206863,2.038540559617788,0.7553619830519805,0.0001220703125,ok,
2,128,2048,2176,540800,32,32,4,2,0.39691200852394104,0.1552800014615059,2.5561051312994483,0.9471406549937387,0.0001220703125,ok,
2,128,2048,2176,540800,64,32,4,2,0.39691200852394104,0.14707200229167938,2.6987598070281824,1.0,0.0001220703125,ok,
2,128,2048,2176,540800,64,64,4,2,0.39691200852394104,0.1348000019788742,2.944451058584887,1.0910385766517157,0.0001220703125,ok,
2,128,2048,2176,540800,128,64,8,2,0.39691200852394104,0.14856000244617462,2.671728607891938,0.9899838440361203,0.0001220703125,ok,
2,128,8192,8320,2113664,32,16,4,2,1.1885120272636414,0.7187840044498444,1.653503722823278,0.6011040787176954,6.103515625e-05,ok,
2,128,8192,8320,2113664,32,32,2,2,1.1885120272636414,0.6089439988136292,1.951759159428702,0.7095299364697004,6.103515625e-05,ok,
2,128,8192,8320,2113664,32,32,4,2,1.1885120272636414,0.46462400257587433,2.5580082403718567,0.9299218172037559,6.103515625e-05,ok,
2,128,8192,8320,2113664,64,32,4,2,1.1885120272636414,0.4320639967918396,2.750777746094508,1.0,6.103515625e-05,ok,
2,128,8192,8320,2113664,64,64,4,2,1.1885120272636414,0.38499200344085693,3.0871083467743308,1.1222674573245102,6.103515625e-05,ok,
2,128,8192,8320,2113664,128,64,8,2,1.1885120272636414,0.43859200179576874,2.7098351597781174,0.9851159962397834,6.103515625e-05,ok,
2,128,16384,16512,4210816,32,16,4,2,2.2703999280929565,1.7185760140419006,1.3210936900912675,0.5558927935189085,3.0517578125e-05,ok,
2,128,16384,16512,4210816,32,32,2,2,2.2703999280929565,1.308143973350525,1.7355887229123743,0.7303049517351199,3.0517578125e-05,ok,
2,128,16384,16512,4210816,32,32,4,2,2.2703999280929565,1.0227360129356384,2.2199276248971147,0.9341061713258195,3.0517578125e-05,ok,
2,128,16384,16512,4210816,64,32,4,2,2.2703999280929565,0.955344021320343,2.376526023531426,1.0,3.0517578125e-05,ok,
2,128,16384,16512,4210816,64,64,4,2,2.2703999280929565,0.7558560073375702,3.003746621119307,1.2639233029124821,3.0517578125e-05,ok,
2,128,16384,16512,4210816,128,64,8,2,2.2703999280929565,0.851423978805542,2.666591480402147,1.1220543995725725,3.0517578125e-05,ok,
2,256,0,256,65792,32,16,4,2,0.24233600497245789,0.07052800059318542,3.4360254499526097,0.8346188845510742,0.0009765625,ok,
2,256,0,256,65792,32,32,2,2,0.24233600497245789,0.06390400230884552,3.7921882232236026,0.9211316828046939,0.0009765625,ok,
2,256,0,256,65792,32,32,4,2,0.24233600497245789,0.061823999509215355,3.919772368274812,0.9521221799299441,0.0009765625,ok,
2,256,0,256,65792,64,32,4,2,0.24233600497245789,0.05886400118470192,4.116879588461245,1.0,0.0009765625,ok,
2,256,0,256,65792,64,64,4,2,0.24233600497245789,0.05774400010704994,4.196730474563559,1.019395973184671,0.0009765625,ok,
2,256,0,256,65792,128,64,8,2,0.24233600497245789,0.05967999994754791,4.060589899219911,0.9863270984657646,0.0009765625,ok,
2,256,2048,2304,1114368,32,16,4,2,0.4100000113248825,0.26787199079990387,1.530581865243037,0.5742444407544592,0.0001220703125,ok,
2,256,2048,2304,1114368,32,32,2,2,0.4100000113248825,0.20633599907159805,1.98705031196526,0.7455024922592296,0.0001220703125,ok,
2,256,2048,2304,1114368,32,32,4,2,0.4100000113248825,0.18718399852514267,2.1903582280288294,0.8217796540445881,0.0001220703125,ok,
2,256,2048,2304,1114368,64,32,4,2,0.4100000113248825,0.15382400155067444,2.6653838620224404,1.0,0.0001220703125,ok,
2,256,2048,2304,1114368,64,64,4,2,0.4100000113248825,0.14127999544143677,2.9020386788930446,1.0887882680774674,0.0001220703125,ok,
2,256,2048,2304,1114368,128,64,8,2,0.4100000113248825,0.15438400208950043,2.655715655610449,0.9963726776657769,0.0001220703125,ok,
2,256,8192,8448,4260096,32,16,4,2,1.2199040055274963,0.8661119937896729,1.4084829840420598,0.5040826138803882,6.103515625e-05,ok,
2,256,8192,8448,4260096,32,32,2,2,1.2199040055274963,0.6337119936943054,1.9250132831097442,0.6889438768508763,6.103515625e-05,ok,
2,256,8192,8448,4260096,32,32,4,2,1.2199040055274963,0.5607199966907501,2.1756028191024215,0.7786274795251209,6.103515625e-05,ok,
2,256,8192,8448,4260096,64,32,4,2,1.2199040055274963,0.4365919977426529,2.794151088052152,1.0,6.103515625e-05,ok,
2,256,8192,8448,4260096,64,64,4,2,1.2199040055274963,0.38731199502944946,3.1496675062561392,1.1272359321312948,6.103515625e-05,ok,
2,256,8192,8448,4260096,128,64,8,2,1.2199040055274963,0.4431360065937042,2.752888475266654,0.985232504798349,6.103515625e-05,ok,
2,256,16384,16640,8454400,32,16,4,2,2.313696026802063,1.6847519874572754,1.373315505206215,0.5799880299084592,3.0517578125e-05,ok,
2,256,16384,16640,8454400,32,32,2,2,2.313696026802063,1.3370239734649658,1.7304820801425136,0.730829069248032,3.0517578125e-05,ok,
2,256,16384,16640,8454400,32,32,4,2,2.313696026802063,1.0699679851531982,2.162397435163247,0.9132385264310501,3.0517578125e-05,ok,
2,256,16384,16640,8454400,64,32,4,2,2.313696026802063,0.9771359860897064,2.3678342213768935,1.0,3.0517578125e-05,ok,
2,256,16384,16640,8454400,64,64,4,2,2.313696026802063,0.766864001750946,3.017087803729612,1.2741972290505954,3.0517578125e-05,ok,
2,256,16384,16640,8454400,128,64,8,2,2.313696026802063,0.8505440056324005,2.720254344843419,1.1488364853775928,3.0517578125e-05,ok,
2,384,0,384,147840,32,16,4,2,0.24987199157476425,0.08745600283145905,2.857116532713088,0.7749725552910997,0.0009765625,ok,
2,384,0,384,147840,32,32,2,2,0.24987199157476425,0.07547200098633766,3.310790601934582,0.8980284225153992,0.0009765625,ok,
2,384,0,384,147840,32,32,4,2,0.24987199157476425,0.0713919997215271,3.499999895638438,0.9493500988095268,0.0009765625,ok,
2,384,0,384,147840,64,32,4,2,0.24987199157476425,0.06777600198984146,3.686732534211978,1.0,0.0009765625,ok,
2,384,0,384,147840,64,64,4,2,0.24987199157476425,0.06604800000786781,3.783187856483146,1.0261628207026374,0.0009765625,ok,
2,384,0,384,147840,128,64,8,2,0.24987199157476425,0.06518400087952614,3.833333152357136,1.0397643758490045,0.0009765625,ok,
2,384,2048,2432,1720704,32,16,4,2,0.43324799835681915,0.3229120075702667,1.3416905788569753,0.5465265803480512,0.0001220703125,ok,
2,384,2048,2432,1720704,32,32,2,2,0.43324799835681915,0.23868799954652786,1.8151226671635219,0.739375232881368,0.0001220703125,ok,
2,384,2048,2432,1720704,32,32,4,2,0.43324799835681915,0.21953599900007248,1.9734713228361063,0.8038772504487687,0.0001220703125,ok,
2,384,2048,2432,1720704,64,32,4,2,0.43324799835681915,0.1764799952507019,2.4549411265642926,1.0,0.0001220703125,ok,
2,384,2048,2432,1720704,64,64,4,2,0.43324799835681915,0.16496000438928604,2.6263820734049284,1.0698350542852197,0.0001220703125,ok,
2,384,2048,2432,1720704,128,64,8,2,0.43324799835681915,0.1608159989118576,2.694060300519478,1.0974032213513139,0.0001220703125,ok,
2,384,8192,8576,6439296,32,16,4,2,1.2466239929199219,1.0313119888305664,1.2087748483691185,0.4900321016377707,6.103515625e-05,ok,
2,384,8192,8576,6439296,32,32,2,2,1.2466239929199219,0.7270880043506622,1.7145434740506271,0.6950685175754011,6.103515625e-05,ok,
2,384,8192,8576,6439296,32,32,4,2,1.2466239929199219,0.6718080043792725,1.8556253941507583,0.752262518511999,6.103515625e-05,ok,
2,384,8192,8576,6439296,64,32,4,2,1.2466239929199219,0.5053759813308716,2.4667258416932016,1.0,6.103515625e-05,ok,
2,384,8192,8576,6439296,64,64,4,2,1.2466239929199219,0.465488001704216,2.67810123645692,1.085690671898352,6.103515625e-05,ok,
2,384,8192,8576,6439296,128,64,8,2,1.2466239929199219,0.4567359983921051,2.729419177180124,1.1064947433747259,6.103515625e-05,ok,
2,384,16384,16768,12730752,32,16,4,2,2.3531839847564697,1.9927200078964233,1.1808904288769415,0.49119595263190735,3.0517578125e-05,ok,
2,384,16384,16768,12730752,32,32,2,2,2.3531839847564697,1.3842080235481262,1.7000219220840647,0.7071307100925167,3.0517578125e-05,ok,
2,384,16384,16768,12730752,32,32,4,2,2.3531839847564697,1.270687997341156,1.8518975465892307,0.7703039649823274,3.0517578125e-05,ok,
2,384,16384,16768,12730752,64,32,4,2,2.3531839847564697,0.9788160026073456,2.404112701966577,1.0,3.0517578125e-05,ok,
2,384,16384,16768,12730752,64,64,4,2,2.3531839847564697,0.8572160005569458,2.7451470612162763,1.1418545640438285,3.0517578125e-05,ok,
2,384,16384,16768,12730752,128,64,8,2,2.3531839847564697,0.8579199910163879,2.742894453326149,1.140917583057752,3.0517578125e-05,ok,
2,512,0,512,262656,32,16,4,2,0.2601440101861954,0.09812800213694572,2.6510680388982437,0.7480841204607184,0.0009765625,ok,
2,512,0,512,262656,32,32,2,2,0.2601440101861954,0.08452799916267395,3.0776075710197373,0.8684459693634887,0.00048828125,ok,
2,512,0,512,262656,32,32,4,2,0.2601440101861954,0.078015998005867,3.334495703902062,0.9409352190260268,0.00048828125,ok,
2,512,0,512,262656,64,32,4,2,0.2601440101861954,0.07340800017118454,3.543810069468585,1.0,0.00048828125,ok,
2,512,0,512,262656,64,64,4,2,0.2601440101861954,0.07129599899053574,3.6487883453421905,1.0296229972305901,0.00048828125,ok,
2,512,0,512,262656,128,64,8,2,0.2601440101861954,0.07160000130534172,3.6332961654120433,1.0252513803475019,0.00048828125,ok,
2,512,2048,2560,2359808,32,16,4,2,0.4485919922590256,0.335439994931221,1.3373241087456056,0.544621990754119,0.0001220703125,ok,
2,512,2048,2560,2359808,32,32,2,2,0.4485919922590256,0.24880000203847885,1.8030224621527429,0.7342765125449598,0.0001220703125,ok,
2,512,2048,2560,2359808,32,32,4,2,0.4485919922590256,0.22883200645446777,1.960355105955359,0.7983498490817271,0.0001220703125,ok,
2,512,2048,2560,2359808,64,32,4,2,0.4485919922590256,0.18268799781799316,2.4555088326379546,1.0,0.0001220703125,ok,
2,512,2048,2560,2359808,64,64,4,2,0.4485919922590256,0.1690399944782257,2.6537624639878308,1.0807383091906424,0.0001220703125,ok,
2,512,2048,2560,2359808,128,64,8,2,0.4485919922590256,0.1679999977350235,2.6701904661127633,1.0874285731011508,0.0001220703125,ok,
2,512,8192,8704,8651264,32,16,4,2,1.2845919728279114,1.064527988433838,1.206724470173713,0.48037818530717225,6.103515625e-05,ok,
2,512,8192,8704,8651264,32,32,2,2,1.2845919728279114,0.7395359873771667,1.7370242892219978,0.6914822699922747,6.103515625e-05,ok,
2,512,8192,8704,8651264,32,32,4,2,1.2845919728279114,0.6843999922275543,1.8769608232268957,0.7471888210111427,6.103515625e-05,ok,
2,512,8192,8704,8651264,64,32,4,2,1.2845919728279114,0.5113760232925415,2.5120301193570787,1.0,6.103515625e-05,ok,
2,512,8192,8704,8651264,64,64,4,2,1.2845919728279114,0.4646560102701187,2.7646085371437223,1.1005475276113679,6.103515625e-05,ok,
2,512,8192,8704,8651264,128,64,8,2,1.2845919728279114,0.459632009267807,2.7948270506100394,1.1125770463792604,6.103515625e-05,ok,
2,512,16384,16896,17039872,32,16,4,2,2.394431948661804,2.1291040182113647,1.1246195245422244,0.4660138685869417,3.0517578125e-05,ok,
2,512,16384,16896,17039872,32,32,2,2,2.394431948661804,1.3893280029296875,1.7234461146774884,0.7141524521627989,3.0517578125e-05,ok,
2,512,16384,16896,17039872,32,32,4,2,2.394431948661804,1.306015968322754,1.8333864261528474,0.759708934818691,3.0517578125e-05,ok,
2,512,16384,16896,17039872,64,32,4,2,2.394431948661804,0.9921920001506805,2.4132747979203324,1.0,3.0517578125e-05,ok,
2,512,16384,16896,17039872,64,64,4,2,2.394431948661804,0.8588320016860962,2.788009696845194,1.155280658152894,3.0517578125e-05,ok,
2,512,16384,16896,17039872,128,64,8,2,2.394431948661804,0.8736640214920044,2.7406782124010327,1.1356676888860082,3.0517578125e-05,ok,
2,768,0,768,590592,32,16,4,2,0.29734399914741516,0.15359999984502792,1.9358333297357766,0.6118750031225985,0.0009765625,ok,
2,768,0,768,590592,32,32,2,2,0.29734399914741516,0.1119840033352375,2.6552363756569797,0.8392627302620647,0.0009765625,ok,
2,768,0,768,590592,32,32,4,2,0.29734399914741516,0.11308800056576729,2.6293152028494147,0.8310696087526138,0.0009765625,ok,
2,768,0,768,590592,64,32,4,2,0.29734399914741516,0.09398400038480759,3.163772535005655,1.0,0.0009765625,ok,
2,768,0,768,590592,64,64,4,2,0.29734399914741516,0.08740799874067307,3.4017939254002596,1.0752334081420234,0.0009765625,ok,
2,768,0,768,590592,128,64,8,2,0.29734399914741516,0.09252800047397614,3.213556951671557,1.0157357762339299,0.0009765625,ok,
2,768,2048,2816,3736320,32,16,4,2,0.6454240083694458,0.6059519946575165,1.0651404963758537,0.37869667217922154,0.0001220703125,ok,
2,768,2048,2816,3736320,32,32,2,2,0.6454240083694458,0.41601599752902985,1.551440358551134,0.5515941820510165,0.0001220703125,ok,
2,768,2048,2816,3736320,32,32,4,2,0.6454240083694458,0.40612800419330597,1.5892132571637227,0.5650238385628302,0.0001220703125,ok,
2,768,2048,2816,3736320,64,32,4,2,0.6454240083694458,0.22947200387716293,2.812648155175144,1.0,0.0001220703125,ok,
2,768,2048,2816,3736320,64,64,4,2,0.6454240083694458,0.2558719962835312,2.5224487937095423,0.8968234398847051,0.0001220703125,ok,
2,768,2048,2816,3736320,128,64,8,2,0.6454240083694458,0.2831199914216995,2.2796836250538886,0.8105114821629484,0.0001220703125,ok,
2,768,8192,8960,13173504,32,16,4,2,1.7724159955978394,2.0443679094314575,0.8669750622776854,0.31500396136284875,6.103515625e-05,ok,
2,768,8192,8960,13173504,32,32,2,2,1.7724159955978394,1.372976005077362,1.2909300592605553,0.4690424214061255,6.103515625e-05,ok,
2,768,8192,8960,13173504,32,32,4,2,1.7724159955978394,1.304416000843048,1.3587812434471223,0.49369525484031623,6.103515625e-05,ok,
2,768,8192,8960,13173504,64,32,4,2,1.7724159955978394,0.6439839899539948,2.752267173170653,1.0,6.103515625e-05,ok,
2,768,8192,8960,13173504,64,64,4,2,1.7724159955978394,0.7927359938621521,2.2358212687716597,0.812356187860919,6.103515625e-05,ok,
2,768,8192,8960,13173504,128,64,8,2,1.7724159955978394,0.8441439867019653,2.0996607492551043,0.7628840578134222,6.103515625e-05,ok,
2,768,16384,17152,25756416,32,16,4,2,3.324863910675049,4.243904113769531,0.7834446353034659,0.2768582715588298,3.0517578125e-05,ok,
2,768,16384,17152,25756416,32,32,2,2,3.324863910675049,2.8155840635299683,1.1808789351174915,0.4173059411788839,3.0517578125e-05,ok,
2,768,16384,17152,25756416,32,32,4,2,3.324863910675049,2.555631995201111,1.3009947899065197,0.4597531881765233,3.0517578125e-05,ok,
2,768,16384,17152,25756416,64,32,4,2,3.324863910675049,1.17495995759964,2.8297678479762927,1.0,3.0517578125e-05,ok,
2,768,16384,17152,25756416,64,64,4,2,3.324863910675049,1.5381919741630554,2.1615402800967924,0.7638578131568698,3.0517578125e-05,ok,
2,768,16384,17152,25756416,128,64,8,2,3.324863910675049,1.6474720239639282,2.0181610748540684,0.7131896265968799,3.0517578125e-05,ok,
2,1024,0,1024,1049600,32,16,4,2,0.34092800319194794,0.21040000021457672,1.6203802416551905,0.5022053222783337,0.0009765625,ok,
2,1024,0,1024,1049600,32,32,2,2,0.34092800319194794,0.14880000054836273,2.2911828087066444,0.7101075236943984,0.00048828125,ok,
2,1024,0,1024,1049600,32,32,4,2,0.34092800319194794,0.14718399941921234,2.3163387632979733,0.7179041222692197,0.00048828125,ok,
2,1024,0,1024,1049600,64,32,4,2,0.34092800319194794,0.10566399991512299,3.22652940893593,1.0,0.0009765625,ok,
2,1024,0,1024,1049600,64,64,4,2,0.34092800319194794,0.10697600245475769,3.1869577790227606,0.9877355433973187,0.00048828125,ok,
2,1024,0,1024,1049600,128,64,8,2,0.34092800319194794,0.11667200177907944,2.9221064007927224,0.9056500128899794,0.00048828125,ok,
2,1024,2048,3072,5243904,32,16,4,2,0.6870720088481903,0.6768159866333008,1.015153339190326,0.356090877499144,0.0001220703125,ok,
2,1024,2048,3072,5243904,32,32,2,2,0.6870720088481903,0.4697120040655136,1.462751649737187,0.5130973798831978,0.0001220703125,ok,
2,1024,2048,3072,5243904,32,32,4,2,0.6870720088481903,0.4402559995651245,1.560619297696943,0.5474269489200909,0.0001220703125,ok,
2,1024,2048,3072,5243904,64,32,4,2,0.6870720088481903,0.241007998585701,2.8508265820226364,1.0,0.0001220703125,ok,
2,1024,2048,3072,5243904,64,64,4,2,0.6870720088481903,0.2795040011405945,2.4581830887729703,0.8622702988229157,0.0001220703125,ok,
2,1024,2048,3072,5243904,128,64,8,2,0.6870720088481903,0.3070880025625229,2.237378220949231,0.784817370182451,0.0001220703125,ok,
2,1024,8192,9216,17826816,32,16,4,2,1.7967680096626282,2.135711908340454,0.8412969945271314,0.3078842241280668,6.103515625e-05,ok,
2,1024,8192,9216,17826816,32,32,2,2,1.7967680096626282,1.4787680506706238,1.2150438392605187,0.44466203037201996,6.103515625e-05,ok,
2,1024,8192,9216,17826816,32,32,4,2,1.7967680096626282,1.3561280369758606,1.3249250518184008,0.48487457373626897,6.103515625e-05,ok,
2,1024,8192,9216,17826816,64,32,4,2,1.7967680096626282,0.6575520038604736,2.7325108875250046,1.0,6.103515625e-05,ok,
2,1024,8192,9216,17826816,64,64,4,2,1.7967680096626282,0.7975519895553589,2.252853774039658,0.8244628719778678,6.103515625e-05,ok,
2,1024,8192,9216,17826816,128,64,8,2,1.7967680096626282,0.8840800225734711,2.0323590215650515,0.7437697799644919,6.103515625e-05,ok,
2,1024,16384,17408,34604032,32,16,4,2,3.306015968322754,4.2704479694366455,0.7741613975825775,0.2811508374174283,3.0517578125e-05,ok,
2,1024,16384,17408,34604032,32,32,2,2,3.306015968322754,2.907631993293762,1.137013203853801,0.4129270917103184,3.0517578125e-05,ok,
2,1024,16384,17408,34604032,32,32,4,2,3.306015968322754,2.6252959966659546,1.259292655960049,0.45733510593831905,3.0517578125e-05,ok,
2,1024,16384,17408,34604032,64,32,4,2,3.306015968322754,1.2006400227546692,2.7535446975502693,1.0,3.0517578125e-05,ok,
2,1024,16384,17408,34604032,64,64,4,2,3.306015968322754,1.5604159832000732,2.118676047872078,0.7694358656160507,3.0517578125e-05,ok,
2,1024,16384,17408,34604032,128,64,8,2,3.306015968322754,1.6941920518875122,1.9513820553221795,0.7086799996594406,3.0517578125e-05,ok,
2,1536,0,1536,2360832,32,16,4,2,0.5890719890594482,0.37564800679683685,1.5681488478602212,0.4387085589130143,0.0009765625,ok,
2,1536,0,1536,2360832,32,32,2,2,0.5890719890594482,0.24014399945735931,2.452994829729425,0.6862548974480992,0.00048828125,ok,
2,1536,0,1536,2360832,32,32,4,2,0.5890719890594482,0.2515200078487396,2.3420482294740834,0.6552162475261004,0.00048828125,ok,
2,1536,0,1536,2360832,64,32,4,2,0.5890719890594482,0.1647999957203865,3.574466045854256,1.0,0.00048828125,ok,
2,1536,0,1536,2360832,64,64,4,2,0.5890719890594482,0.16332800686359406,3.606680815932695,1.009012470580271,0.00048828125,ok,
2,1536,0,1536,2360832,128,64,8,2,0.5890719890594482,0.17350400239229202,3.3951492814993296,0.9498339718283514,0.00048828125,ok,
2,1536,2048,3584,8652288,32,16,4,2,1.1455039978027344,1.0734559893608093,1.0671178037628037,0.37872442274268897,0.0001220703125,ok,
2,1536,2048,3584,8652288,32,32,2,2,1.1455039978027344,0.7002879977226257,1.6357612889667894,0.5805382945765993,0.0001220703125,ok,
2,1536,2048,3584,8652288,32,32,4,2,1.1455039978027344,0.7000479996204376,1.6363220785200738,0.5807373210562428,0.0001220703125,ok,
2,1536,2048,3584,8652288,64,32,4,2,1.1455039978027344,0.4065439999103546,2.8176630280002284,1.0,0.0001220703125,ok,
2,1536,2048,3584,8652288,64,64,4,2,1.1455039978027344,0.42894400656223297,2.670521047684903,0.9477787163145069,0.0001220703125,ok,
2,1536,2048,3584,8652288,128,64,8,2,1.1455039978027344,0.469200000166893,2.441398118915776,0.866462062586846,0.0001220703125,ok,
2,1536,8192,9728,27526656,32,16,4,2,2.988703966140747,3.247088074684143,0.9204259008069776,0.3477183200911326,6.103515625e-05,ok,
2,1536,8192,9728,27526656,32,32,2,2,2.988703966140747,2.1420319080352783,1.395265847781911,0.527103264093172,6.103515625e-05,ok,
2,1536,8192,9728,27526656,32,32,4,2,2.988703966140747,2.037295937538147,1.4669954968605465,0.5542012771504774,6.103515625e-05,ok,
2,1536,8192,9728,27526656,64,32,4,2,2.988703966140747,1.1290720105171204,2.6470445979543027,1.0,6.103515625e-05,ok,
2,1536,8192,9728,27526656,64,64,4,2,2.988703966140747,1.2366559505462646,2.4167626936340336,0.9130041463985019,6.103515625e-05,ok,
2,1536,8192,9728,27526656,128,64,8,2,2.988703966140747,1.3163039684295654,2.2705272017879436,0.85775933036514,6.103515625e-05,ok,
2,1536,16384,17920,52692480,32,16,4,2,5.712512016296387,6.368544101715088,0.8969886876904837,0.33191636520599094,3.0517578125e-05,ok,
2,1536,16384,17920,52692480,32,32,2,2,5.712512016296387,4.295919895172119,1.3297529180458592,0.49205387006189344,3.0517578125e-05,ok,
2,1536,16384,17920,52692480,32,32,4,2,5.712512016296387,3.869696021080017,1.4762172494112462,0.5462506611321281,3.0517578125e-05,ok,
2,1536,16384,17920,52692480,64,32,4,2,5.712512016296387,2.1138240098953247,2.702453936351715,1.0,3.0517578125e-05,ok,
2,1536,16384,17920,52692480,64,64,4,2,5.712512016296387,2.3688000440597534,2.4115636229498008,0.892360676535855,3.0517578125e-05,ok,
2,1536,16384,17920,52692480,128,64,8,2,5.712512016296387,2.5176799297332764,2.2689587937024114,0.8395920327010208,3.0517578125e-05,ok,
2,2048,0,2048,4196352,32,16,4,2,0.7411519885063171,0.5963359773159027,1.2428429890180845,0.3882375136277553,0.0009765625,ok,
2,2048,0,2048,4196352,32,32,2,2,0.7411519885063171,0.36102399230003357,2.0529161615673823,0.6412870115499025,0.0009765625,ok,
2,2048,0,2048,4196352,32,32,4,2,0.7411519885063171,0.3935199975967407,1.8833909154111452,0.5883309578517366,0.0009765625,ok,
2,2048,0,2048,4196352,64,32,4,2,0.7411519885063171,0.23151999711990356,3.2012439431850743,1.0,0.0009765625,ok,
2,2048,0,2048,4196352,64,64,4,2,0.7411519885063171,0.23288000375032425,3.1825488516434515,0.9941600540685375,0.0009765625,ok,
2,2048,0,2048,4196352,128,64,8,2,0.7411519885063171,0.2470559999346733,2.999935191625757,0.9371154603859944,0.0009765625,ok,
2,2048,2048,4096,12584960,32,16,4,2,1.4993919730186462,1.5391839742660522,0.9741473391662745,0.32584537669234304,0.0001220703125,ok,
2,2048,2048,4096,12584960,32,32,2,2,1.4993919730186462,0.8486720025539398,1.7667508395545874,0.5909656267489074,0.0001220703125,ok,
2,2048,2048,4096,12584960,32,32,4,2,1.4993919730186462,0.9796479940414429,1.5305415640500115,0.511955299193235,0.0001220703125,ok,
2,2048,2048,4096,12584960,64,32,4,2,1.4993919730186462,0.5015359818935394,2.9896000030899494,1.0,0.0001220703125,ok,
2,2048,2048,4096,12584960,64,64,4,2,1.4993919730186462,0.530239999294281,2.8277609667589223,0.9458659900442348,0.0001220703125,ok,
2,2048,2048,4096,12584960,128,64,8,2,1.4993919730186462,0.5221920013427734,2.871342282461401,0.9604436310856567,0.0001220703125,ok,
2,2048,8192,10240,37750784,32,16,4,2,3.6121920347213745,4.4398720264434814,0.8135802142961511,0.29359403975035564,6.103515625e-05,ok,
2,2048,8192,10240,37750784,32,32,2,2,3.6121920347213745,2.391152024269104,1.510649259461243,0.5451430737100802,6.103515625e-05,ok,
2,2048,8192,10240,37750784,32,32,4,2,3.6121920347213745,2.7908159494400024,1.2943139569795663,0.46707485833299056,6.103515625e-05,ok,
2,2048,8192,10240,37750784,64,32,4,2,3.6121920347213745,1.3035199642181396,2.77110603126665,1.0,6.103515625e-05,ok,
2,2048,8192,10240,37750784,64,64,4,2,3.6121920347213745,1.3868799805641174,2.6045455160814313,0.9398938498542095,6.103515625e-05,ok,
2,2048,8192,10240,37750784,128,64,8,2,3.6121920347213745,1.3428000211715698,2.690044666196683,0.9707476494384033,6.103515625e-05,ok,
2,2048,16384,18432,71305216,32,16,4,2,6.3264319896698,8.505136013031006,0.7438366629265963,0.2797876474296085,6.103515625e-05,ok,
2,2048,16384,18432,71305216,32,32,2,2,6.3264319896698,4.488656044006348,1.4094267699832812,0.5301435380267734,6.103515625e-05,ok,
2,2048,16384,18432,71305216,32,32,4,2,6.3264319896698,5.181920051574707,1.2208663828665771,0.4592181995227138,6.103515625e-05,ok,
2,2048,16384,18432,71305216,64,32,4,2,6.3264319896698,2.379631996154785,2.658575779739302,1.0,6.103515625e-05,ok,
2,2048,16384,18432,71305216,64,64,4,2,6.3264319896698,2.5413599014282227,2.4893884514800124,0.9363616679469335,3.0517578125e-05,ok,
2,2048,16384,18432,71305216,128,64,8,2,6.3264319896698,2.540479898452759,2.490250756765609,0.936686016529422,3.0517578125e-05,ok,
4,128,0,128,33024,32,16,4,2,0.4556479901075363,0.058799998834729195,7.749115631587662,0.9072109045584724,0.0009765625,ok,
4,128,0,128,33024,32,32,2,2,0.4556479901075363,0.05563199892640114,8.190393998071865,0.9588726121717059,0.0009765625,ok,
4,128,0,128,33024,32,32,4,2,0.4556479901075363,0.053888000547885895,8.455462913355616,0.9899049804879904,0.0009765625,ok,
4,128,0,128,33024,64,32,4,2,0.4556479901075363,0.0533440001308918,8.541691455262052,1.0,0.0009765625,ok,
4,128,0,128,33024,64,64,4,2,0.4556479901075363,0.05273599922657013,8.640169842045315,1.0115291435307694,0.0009765625,ok,
4,128,0,128,33024,128,64,8,2,0.4556479901075363,0.053968001157045364,8.442928778881647,0.9884375738812757,0.0009765625,ok,
4,128,2048,2176,1081600,32,16,4,2,0.7314879894256592,0.25438399612903595,2.8755267648779794,0.5860117034194166,0.0001220703125,ok,
4,128,2048,2176,1081600,32,32,2,2,0.7314879894256592,0.19675199687480927,3.7178173591350916,0.7576644774236635,0.0001220703125,ok,
4,128,2048,2176,1081600,32,32,4,2,0.7314879894256592,0.18009600043296814,4.061655937206221,0.827736310278025,0.0001220703125,ok,
4,128,2048,2176,1081600,64,32,4,2,0.7314879894256592,0.14907199889421463,4.906944260838295,1.0,0.0001220703125,ok,
4,128,2048,2176,1081600,64,64,4,2,0.7314879894256592,0.13755200058221817,5.317901494194779,1.0837501327733192,0.0001220703125,ok,
