implementation,decode_requests,decode_context_length,prefill_requests,prefill_tokens,prefill_chunk_size,prefill_prefix_length,decode_only_median_ms,prefill_only_median_ms,mixed_median_ms,decode_only_median_wall_ms,prefill_only_median_wall_ms,mixed_median_wall_ms,incremental_prefill_ms,incremental_decode_ms,decode_stretch,separate_sum_ms,packing_benefit_ms,packing_speedup,wall_incremental_prefill_ms,wall_decode_stretch,wall_packing_benefit_ms,wall_packing_speedup,mixed_scheduled_tokens_per_second,mixed_peak_gpu_memory_bytes,status,error
custom-kernels,8,2048,2,2048,1024,4096,14.392512321472168,22.54934310913086,31.1015682220459,14.41413164138794,22.571861743927002,31.123213469982147,16.70905590057373,8.552225112915039,2.1609547747717066,36.94185543060303,5.840287208557129,1.1877811165938998,16.709081828594208,2.159215292624127,5.862779915332794,1.18837321926887,66105.99135456565,19593799168,ok,
custom-kernels,8,2048,2,2048,1024,16384,14.392512321472168,43.2982063293457,51.38694381713867,14.41413164138794,43.331725522875786,51.409561187028885,36.994431495666504,8.088737487792969,3.5703942904029735,57.69071865081787,6.303774833679199,1.1226726939845126,36.995429545640945,3.566608274855373,6.33629597723484,1.1232513141705933,40010.16303511475,19593805312,ok,
custom-kernels,8,2048,2,4096,2048,0,14.392512321472168,29.00476837158203,38.218849182128906,14.41413164138794,29.026079922914505,38.241127505898476,23.82633686065674,9.214080810546875,2.6554675325940322,43.3972806930542,5.178431510925293,1.135494176871938,23.826995864510536,2.653030266221173,5.199084058403969,1.1359553025104199,107381.56924722437,19734118400,ok,
custom-kernels,8,2048,2,4096,2048,4096,14.392512321472168,42.396095275878906,51.67030334472656,14.41413164138794,42.417680844664574,51.69213376939297,37.277791023254395,9.274208068847656,3.5900822726856183,56.788607597351074,5.118304252624512,1.0990569809214576,37.27800212800503,3.5862121323331775,5.139678716659546,1.09942864304245,79426.66743447426,19734120448,ok,
custom-kernels,8,2048,2,4096,2048,16384,14.392512321472168,82.60185241699219,91.98339080810547,14.41413164138794,82.62407965958118,92.00632385909557,77.5908784866333,9.381538391113281,6.391058680622116,96.99436473846436,5.010973930358887,1.0544769429169307,77.59219221770763,6.383063936707343,5.03188744187355,1.0546906694107212,44616.750523599534,19734126592,ok,
custom-kernels,8,2048,2,8192,4096,0,14.392512321472168,61.747135162353516,73.53263854980469,14.41413164138794,61.769358813762665,73.55485670268536,59.14012622833252,11.785503387451172,5.109089845287222,76.13964748382568,2.607008934020996,1.0354537656398013,59.14072506129742,5.102968290610307,2.628633752465248,1.035737052185288,111515.10624014975,20021511168,ok,
custom-kernels,8,2048,2,8192,4096,4096,14.392512321472168,88.99139404296875,99.44393920898438,14.41413164138794,89.01329152286053,99.466972053051,85.0514268875122,10.452545166015625,6.909421856851504,103.38390636444092,3.939967155456543,1.039619982744012,85.05284041166306,6.900656558973489,3.9604511111974716,1.039816745493018,82458.51949576793,20021513216,ok,
custom-kernels,8,2048,2,8192,4096,16384,14.392512321472168,169.3559112548828,179.76463317871094,14.41413164138794,169.37917470932007,179.79133501648903,165.37212085723877,10.408721923828125,12.490149680853172,183.74842357635498,3.983790397644043,1.0221611466460347,165.3772033751011,12.473268559602033,4.001971334218979,1.0222589777969664,45615.20169458508,20021519360,ok,
custom-kernels,8,8192,2,512,256,0,29.57632064819336,16.106239318847656,33.8823356628418,29.603226110339165,16.128435730934143,33.90424698591232,4.3060150146484375,17.77609634399414,1.1455899489956154,45.682559967041016,11.800224304199219,1.3482706865790346,4.301020875573158,1.145288924238936,11.827414855360985,1.3488475901050225,15347.230048555228,19483850240,ok,
custom-kernels,8,8192,2,512,256,4096,29.57632064819336,16.247360229492188,39.5695686340332,29.603226110339165,16.269654035568237,39.59236480295658,9.993247985839844,23.322208404541016,1.3378800258730044,45.82368087768555,6.254112243652344,1.1580535866209387,9.989138692617416,1.3374341247600925,6.280515342950821,1.158629457326121,13141.411896837197,19483852288,ok,
custom-kernels,8,8192,2,512,256,16384,29.57632064819336,29.748767852783203,56.5814094543457,29.603226110339165,29.770884662866592,56.604066863656044,27.005088806152344,26.8326416015625,1.91306451290458,59.32508850097656,2.7436790466308594,1.0484908218634015,27.00084075331688,1.9120911569799015,2.770043909549713,1.0489371888458474,9190.297749998195,19483858432,ok,
custom-kernels,8,8192,2,2048,1024,0,29.57632064819336,16.454208374023438,43.37251281738281,29.603226110339165,16.476215794682503,43.39519329369068,13.796192169189453,26.918304443359375,1.4664607316539957,46.0305290222168,2.6580162048339844,1.0612834265799953,13.791967183351517,1.4658940593820806,2.684248611330986,1.0618558971074166,47403.29453948532,19593809408,ok,
