backend,request_throughput_rps,output_throughput_tok_s,total_throughput_tok_s,ttft_median_ms,ttft_p95_ms,tpot_median_ms,tpot_p95_ms,itl_median_ms,itl_p95_ms,e2e_median_ms,e2e_p95_ms,peak_gpu_memory_bytes,setup_time_s,exact_request_fraction_vs_pytorch_baseline,min_matched_prefix_tokens_vs_pytorch_baseline,output_throughput_vs_pytorch_baseline,output_throughput_vs_custom_kernels
regime-dispatched,9.855977386236578,2523.130210876564,22708.171897889075,757.6075056567788,1555.0276393070817,21.069840458678264,21.693026810227074,20.464856177568436,28.94064411520958,6130.416822619736,6460.239612869918,7566032896,0.009997496381402016,,,,
vllm,31.001256829032943,7936.3217482324335,71426.8957340919,,,,,,,,,,0.0,,,,
