batch_size,context_length,k_splits,num_kv_blocks,production_programs,splitk_programs,production_median_ms,splitk_median_ms,speedup,kv_bytes,production_gbps,splitk_gbps,max_abs_error,status,error
8,512,2,32,96,192,0.07012799754738808,0.09620800241827965,0.7289206280626783,4194304,59.809265153560865,43.59620711970085,0.0001220703125,ok,
8,512,4,32,96,384,0.07012799754738808,0.09366399794816971,0.7487188149516573,4194304,59.809265153560865,44.78032212890354,0.0001220703125,ok,
8,512,8,32,96,768,0.07012799754738808,0.09396800026297569,0.7462965834234018,4194304,59.809265153560865,44.635450241166794,0.0001220703125,ok,
8,512,16,32,96,1536,0.07012799754738808,0.09388799965381622,0.7469324919687712,4194304,59.809265153560865,44.67348346397021,0.0001220703125,ok,
8,512,auto(4),32,96,384,0.07012799754738808,0.09400000050663948,0.7460425230788668,4194304,59.809265153560865,44.620255078655504,0.0001220703125,ok,
8,2048,1,128,96,96,0.18297600001096725,0.18297600001096725,1.0,16777216,91.69080097386762,91.69080097386762,0.0,ok,
8,2048,2,128,96,192,0.18297600001096725,0.17444799840450287,1.0488856374648106,16777216,91.69080097386762,96.17316422913423,3.0517578125e-05,ok,
8,2048,4,128,96,384,0.18297600001096725,0.13942399621009827,1.3123709331587396,16777216,91.69080097386762,120.33234203614695,3.0517578125e-05,ok,
8,2048,8,128,96,768,0.18297600001096725,0.13342399895191193,1.3713874673844444,16777216,91.69080097386762,125.74361533000346,3.0517578125e-05,ok,
8,2048,16,128,96,1536,0.18297600001096725,0.1340479999780655,1.365003581112049,16777216,91.69080097386762,125.15827168436147,3.0517578125e-05,ok,
8,2048,auto(6),128,96,576,0.18297600001096725,0.1390879973769188,1.3155412649670628,16777216,91.69080097386762,120.623032299005,3.0517578125e-05,ok,
8,4096,1,256,96,96,0.45639999210834503,0.45639999210834503,1.0,33554432,73.51979092943213,73.51979092943213,0.0,ok,
8,4096,2,256,96,192,0.45639999210834503,0.304736003279686,1.497689761617902,33554432,73.51979092943213,110.10983815129917,3.0517578125e-05,ok,
8,4096,4,256,96,384,0.45639999210834503,0.21505600214004517,2.1222378709111123,33554432,73.51979092943213,156.02648457190813,1.52587890625e-05,ok,
8,4096,8,256,96,768,0.45639999210834503,0.20217599719762802,2.2574390552515085,33554432,73.51979092943213,165.9664473780257,1.52587890625e-05,ok,
8,4096,16,256,96,1536,0.45639999210834503,0.20372799783945084,2.2402418761706673,33554432,73.51979092943213,164.70211436742625,1.52587890625e-05,ok,
8,4096,auto(6),256,96,576,0.45639999210834503,0.2152319997549057,2.120502493254108,33554432,73.51979092943213,155.89889996938157,1.52587890625e-05,ok,
8,8192,1,512,96,96,0.8784799873828888,0.8784799873828888,1.0,67108864,76.39202368163949,76.39202368163949,0.0,ok,
