batch_size,context_length,k_splits,num_kv_blocks,production_programs,splitk_programs,production_median_ms,splitk_median_ms,speedup,kv_bytes,production_gbps,splitk_gbps,max_abs_error,status,error
128,2048,1,128,1536,1536,1.1335999965667725,1.1335999965667725,1.0,268435456,236.79909740030448,236.79909740030448,0.0,ok,
128,2048,2,128,1536,3072,1.1335999965667725,1.1416319608688354,0.9929644889269302,268435456,236.79909740030448,235.13309472845174,6.103515625e-05,ok,
128,2048,4,128,1536,6144,1.1335999965667725,1.1145280003547668,1.0171121732302237,268435456,236.79909740030448,240.85124457577913,6.103515625e-05,ok,
128,2048,8,128,1536,12288,1.1335999965667725,1.114848017692566,1.0168202109853666,268435456,236.79909740030448,240.78210817972194,6.103515625e-05,ok,
128,2048,16,128,1536,24576,1.1335999965667725,1.1171200275421143,1.0147521919027067,268435456,236.79909740030448,240.2924031275415,6.103515625e-05,ok,
128,2048,auto(1),128,1536,1536,1.1335999965667725,1.1335999965667725,1.0,268435456,236.79909740030448,236.79909740030448,0.0,ok,
128,4096,1,256,1536,1536,2.2349120378494263,2.2349120378494263,1.0,536870912,240.22015314598744,240.22015314598744,0.0,ok,
128,4096,2,256,1536,3072,2.2349120378494263,2.222048044204712,1.0057892509022317,536870912,240.22015314598744,241.61084788432208,6.103515625e-05,ok,
128,4096,4,256,1536,6144,2.2349120378494263,2.1616480350494385,1.0338926604202299,536870912,240.22015314598744,248.36185322265996,3.0517578125e-05,ok,
128,4096,8,256,1536,12288,2.2349120378494263,2.15719997882843,1.0360245038863765,536870912,240.22015314598744,248.87396498658103,3.0517578125e-05,ok,
128,4096,16,256,1536,24576,2.2349120378494263,2.1520479917526245,1.0385047389344313,536870912,240.22015314598744,249.4697674296627,3.0517578125e-05,ok,
128,4096,auto(1),256,1536,1536,2.2349120378494263,2.2349120378494263,1.0,536870912,240.22015314598744,240.22015314598744,0.0,ok,
128,8192,1,512,1536,1536,4.437519788742065,4.437519788742065,1.0,1073741824,241.9689094624592,241.9689094624592,0.0,ok,
128,8192,2,512,1536,3072,4.437519788742065,4.375983953475952,1.014062171141472,1073741824,241.9689094624592,245.3715176782356,3.0517578125e-05,ok,
128,8192,4,512,1536,6144,4.437519788742065,4.257712125778198,1.042231052182985,1073741824,241.9689094624592,252.18751110462833,3.0517578125e-05,ok,
128,8192,8,512,1536,12288,4.437519788742065,4.2376320362091064,1.0471696812807216,1073741824,241.9689094624592,253.3825058016472,3.0517578125e-05,ok,
128,8192,16,512,1536,24576,4.437519788742065,4.218384027481079,1.0519477979798437,1073741824,241.9689094624592,254.5386614886181,3.0517578125e-05,ok,
128,8192,auto(1),512,1536,1536,4.437519788742065,4.437519788742065,1.0,1073741824,241.9689094624592,241.9689094624592,0.0,ok,
128,16384,1,1024,1536,1536,8.837167739868164,8.837167739868164,1.0,2147483648,243.005871475292,243.005871475292,0.0,ok,
128,16384,2,1024,1536,3072,8.837167739868164,8.672944068908691,1.0189351700708174,2147483648,243.005871475292,247.60722897988384,3.0517578125e-05,ok,
128,16384,4,1024,1536,6144,8.837167739868164,8.439599990844727,1.0471074161636473,2147483648,243.005871475292,254.45325019308845,3.0517578125e-05,ok,
128,16384,8,1024,1536,12288,8.837167739868164,8.40561580657959,1.051340906272539,2147483648,243.005871475292,255.48201314638166,3.0517578125e-05,ok,
128,16384,16,1024,1536,24576,8.837167739868164,8.352880001068115,1.057978534198758,2147483648,243.005871475292,257.09499570512116,3.0517578125e-05,ok,
128,16384,auto(1),1024,1536,1536,8.837167739868164,8.837167739868164,1.0,2147483648,243.005871475292,243.005871475292,0.0,ok,
192,512,1,32,2304,2304,0.44073599576950073,0.44073599576950073,1.0,100663296,228.3981725255897,228.3981725255897,0.0,ok,
192,512,2,32,2304,4608,0.44073599576950073,0.4598879963159561,0.9583550762362203,100663296,228.3981725255897,218.8865480429749,0.0001220703125,ok,
192,512,4,32,2304,9216,0.44073599576950073,0.4604000002145767,0.9572893040054056,100663296,228.3981725255897,218.64312761312829,0.0001220703125,ok,
192,512,8,32,2304,18432,0.44073599576950073,0.4670239984989166,0.9437116661800906,100663296,228.3981725255897,215.54201994661204,0.0001220703125,ok,
192,512,16,32,2304,36864,0.44073599576950073,0.47966399788856506,0.9188431854581088,100663296,228.3981725255897,209.86210439622354,0.0001220703125,ok,
192,512,auto(1),32,2304,2304,0.44073599576950073,0.44073599576950073,1.0,100663296,228.3981725255897,228.3981725255897,0.0,ok,
192,2048,1,128,2304,2304,1.6721439957618713,1.6721439957618713,1.0,402653184,240.80054410418222,240.80054410418222,0.0,ok,
192,2048,2,128,2304,4608,1.6721439957618713,1.6348479986190796,1.0228131282995696,402653184,240.80054410418222,246.2939578114371,6.103515625e-05,ok,
192,2048,4,128,2304,9216,1.6721439957618713,1.6280800104141235,1.0270649999176267,402653184,240.80054410418222,247.31781081052637,6.103515625e-05,ok,
192,2048,8,128,2304,18432,1.6721439957618713,1.6293280124664307,1.0262783079698157,402653184,240.80054410418222,247.12837496145113,6.103515625e-05,ok,
192,2048,16,128,2304,36864,1.6721439957618713,1.6395039558410645,1.0199084850051872,402653184,240.80054410418222,245.59451812572127,6.103515625e-05,ok,
192,2048,auto(1),128,2304,2304,1.6721439957618713,1.6721439957618713,1.0,402653184,240.80054410418222,240.80054410418222,0.0,ok,
192,4096,1,256,2304,2304,3.30731201171875,3.30731201171875,1.0,805306368,243.49271104346064,243.49271104346064,0.0,ok,
192,4096,2,256,2304,4608,3.30731201171875,3.197824001312256,1.034238285271974,805306368,243.49271104346064,251.82948394581294,6.103515625e-05,ok,
192,4096,4,256,2304,9216,3.30731201171875,3.185423970222473,1.0382643072431468,805306368,243.49271104346064,252.8097909502943,6.103515625e-05,ok,
192,4096,8,256,2304,18432,3.30731201171875,3.181135892868042,1.0396638569051981,805306368,243.49271104346064,253.15057109174722,6.103515625e-05,ok,
192,4096,16,256,2304,36864,3.30731201171875,3.1878079175949097,1.0374878591223282,805306368,243.49271104346064,252.62073149237162,6.103515625e-05,ok,
192,4096,auto(1),256,2304,2304,3.30731201171875,3.30731201171875,1.0,805306368,243.49271104346064,243.49271104346064,0.0,ok,
192,8192,1,512,2304,2304,6.578815937042236,6.578815937042236,1.0,1610612736,244.81802674116366,244.81802674116366,0.0,ok,
192,8192,2,512,2304,4608,6.578815937042236,6.322239875793457,1.0405830949615114,1610612736,244.81802674116366,254.75349996869014,3.0517578125e-05,ok,
192,8192,4,512,2304,9216,6.578815937042236,6.28935980796814,1.0460231466972802,1610612736,244.81802674116366,256.085322700011,3.0517578125e-05,ok,
192,8192,8,512,2304,18432,6.578815937042236,6.279023885726929,1.047745008901268,1610612736,244.81802674116366,256.5068656071114,3.0517578125e-05,ok,
192,8192,16,512,2304,36864,6.578815937042236,6.289999961853027,1.0459166894977412,1610612736,244.81802674116366,256.0592600584874,3.0517578125e-05,ok,
192,8192,auto(1),512,2304,2304,6.578815937042236,6.578815937042236,1.0,1610612736,244.81802674116366,244.81802674116366,0.0,ok,
192,16384,1,1024,2304,2304,13.118800163269043,13.118800163269043,1.0,3221225472,245.5426892635363,245.5426892635363,0.0,ok,
192,16384,2,1024,2304,4608,13.118800163269043,12.572991847991943,1.0434111722870696,3221225472,245.5426892635363,256.20198525098607,3.0517578125e-05,ok,
192,16384,4,1024,2304,9216,13.118800163269043,12.507263660430908,1.0488945079788192,3221225472,245.5426892635363,257.548378242873,3.0517578125e-05,ok,
192,16384,8,1024,2304,18432,13.118800163269043,12.4792160987854,1.0512519423832956,3221225472,245.5426892635363,258.1272290263105,3.0517578125e-05,ok,
192,16384,16,1024,2304,36864,13.118800163269043,12.469168186187744,1.052099062854963,3221225472,245.5426892635363,258.3352332650539,3.0517578125e-05,ok,
192,16384,auto(1),1024,2304,2304,13.118800163269043,13.118800163269043,1.0,3221225472,245.5426892635363,245.5426892635363,0.0,ok,
256,512,1,32,3072,3072,0.5738719999790192,0.5738719999790192,1.0,134217728,233.8809490703624,233.8809490703624,0.0,ok,
256,512,2,32,3072,6144,0.5738719999790192,0.5947200059890747,0.964944838243026,134217728,233.8809490703624,225.68221456882623,0.0001220703125,ok,
256,512,4,32,3072,12288,0.5738719999790192,0.595440000295639,0.9637780459728751,134217728,233.8809490703624,225.4093240853154,0.0001220703125,ok,
256,512,8,32,3072,24576,0.5738719999790192,0.6018719971179962,0.9534784850050306,134217728,233.8809490703624,223.00045299114785,0.0001220703125,ok,
256,512,16,32,3072,49152,0.5738719999790192,0.6192159950733185,0.926771925378106,134217728,233.8809490703624,216.75429747919856,0.0001220703125,ok,
256,512,auto(1),32,3072,3072,0.5738719999790192,0.5738719999790192,1.0,134217728,233.8809490703624,233.8809490703624,0.0,ok,
256,2048,1,128,3072,3072,2.1991039514541626,2.1991039514541626,1.0,536870912,244.13166628389385,244.13166628389385,0.0,ok,
256,2048,2,128,3072,6144,2.1991039514541626,2.1653279066085815,1.0155985819711169,536870912,244.13166628389385,247.9397740921686,6.103515625e-05,ok,
256,2048,4,128,3072,12288,2.1991039514541626,2.1580320596694946,1.0190321045512911,536870912,244.13166628389385,248.77800568088983,6.103515625e-05,ok,
256,2048,8,128,3072,24576,2.1991039514541626,2.1532639265060425,1.0212886234631264,536870912,244.13166628389385,249.32889340283734,6.103515625e-05,ok,
256,2048,16,128,3072,49152,2.1991039514541626,2.1637920141220093,1.016319469293578,536870912,244.13166628389385,248.1157655154039,6.103515625e-05,ok,
256,2048,auto(1),128,3072,3072,2.1991039514541626,2.1991039514541626,1.0,536870912,244.13166628389385,244.13166628389385,0.0,ok,
256,4096,1,256,3072,3072,4.36299204826355,4.36299204826355,1.0,1073741824,246.10217303223007,246.10217303223007,0.0,ok,
256,4096,2,256,3072,6144,4.36299204826355,4.259135961532593,1.0243843088525368,1073741824,246.10217303223007,252.1032044287284,6.103515625e-05,ok,
256,4096,4,256,3072,12288,4.36299204826355,4.24120020866394,1.0287163617861785,1073741824,246.10217303223007,253.16933206938825,6.103515625e-05,ok,
256,4096,8,256,3072,24576,4.36299204826355,4.219055891036987,1.0341157265852634,1073741824,246.10217303223007,254.4981274794368,6.103515625e-05,ok,
256,4096,16,256,3072,49152,4.36299204826355,4.225376129150391,1.0325689157383557,1073741824,246.10217303223007,254.11745396874304,6.103515625e-05,ok,
256,4096,auto(1),256,3072,3072,4.36299204826355,4.36299204826355,1.0,1073741824,246.10217303223007,246.10217303223007,0.0,ok,
256,8192,1,512,3072,3072,8.682975769042969,8.682975769042969,1.0,2147483648,247.3211609845013,247.3211609845013,0.0,ok,
256,8192,2,512,3072,6144,8.682975769042969,8.442095756530762,1.0285332006955576,2147483648,247.3211609845013,254.37802530713037,3.0517578125e-05,ok,
256,8192,4,512,3072,12288,8.682975769042969,8.406559944152832,1.0328809675689516,2147483648,247.3211609845013,255.45332005794816,3.0517578125e-05,ok,
256,8192,8,512,3072,24576,8.682975769042969,8.354223728179932,1.0393515964570248,2147483648,247.3211609845013,257.05364350684624,3.0517578125e-05,ok,
256,8192,16,512,3072,49152,8.682975769042969,8.342976093292236,1.040752804748427,2147483648,247.3211609845013,257.40019196825693,3.0517578125e-05,ok,
256,8192,auto(1),512,3072,3072,8.682975769042969,8.682975769042969,1.0,2147483648,247.3211609845013,247.3211609845013,0.0,ok,
256,16384,1,1024,3072,3072,17.33086395263672,17.33086395263672,1.0,4294967296,247.82188053276846,247.82188053276846,0.0,ok,
256,16384,2,1024,3072,6144,17.33086395263672,16.814208030700684,1.0307273420783591,4294967296,247.82188053276846,255.43678823040105,3.0517578125e-05,ok,
256,16384,4,1024,3072,12288,17.33086395263672,16.736336708068848,1.0355231407528531,4294967296,247.82188053276846,256.6252920765707,3.0517578125e-05,ok,
256,16384,8,1024,3072,24576,17.33086395263672,16.626272201538086,1.0423782157875083,4294967296,247.82188053276846,258.3241296628522,3.0517578125e-05,ok,
256,16384,16,1024,3072,49152,17.33086395263672,16.583696365356445,1.0450543455945753,4294967296,247.82188053276846,258.98733318418937,3.0517578125e-05,ok,
256,16384,auto(1),1024,3072,3072,17.33086395263672,17.33086395263672,1.0,4294967296,247.82188053276846,247.82188053276846,0.0,ok,
