backend,request_throughput_rps,output_throughput_tok_s,total_throughput_tok_s,ttft_median_ms,ttft_p95_ms,tpot_median_ms,tpot_p95_ms,itl_median_ms,itl_p95_ms,e2e_median_ms,e2e_p95_ms,peak_gpu_memory_bytes,setup_time_s,exact_request_fraction_vs_pytorch_baseline,min_matched_prefix_tokens_vs_pytorch_baseline,output_throughput_vs_pytorch_baseline,output_throughput_vs_custom_kernels
regime-dispatched,3.0014269773018114,768.3653061892637,1536.7306123785274,12.609327211976051,12.609327211976051,10.402967327950048,10.402967327950048,10.342581197619438,10.611427947878838,2665.365995839238,2665.365995839238,3434288128,0.0046458374708890915,,,,
vllm,10.073162336187849,2578.7295580640894,5157.459116128179,,,,,,,,,,0.0,,,,
