batch_size,context_length,variant,kernel_family,heads_per_program,num_warps,num_stages,median_ms,speedup_vs_production_default,max_abs_error,status,error
16,512,candidate-h1-w8-s2,candidate,1,8,2,0.10398400202393532,0.9850745851582451,6.103515625e-05,ok,
16,512,candidate-h2-w4-s2,candidate,2,4,2,0.1367040053009987,0.7492977066127988,6.103515625e-05,ok,
16,512,candidate-h3-w4-s2,candidate,3,4,2,0.19779200106859207,0.5178773514774236,6.103515625e-05,ok,
16,512,candidate-h6-w4-s2,candidate,6,4,2,0.346000000834465,0.2960462352883872,6.103515625e-05,ok,
16,1024,production-default,production,,,,0.1719999983906746,1.0,0.0,ok,
16,1024,production-w4-s2,production,,4,2,0.17326399683952332,0.9927047830368392,0.0,ok,
16,1024,production-w8-s2,production,,8,2,0.26051200926303864,0.6602382703094751,6.103515625e-05,ok,
16,1024,candidate-h1-w4-s2,candidate,1,4,2,0.16275199502706528,1.0568226728162158,6.103515625e-05,ok,
16,1024,candidate-h1-w8-s2,candidate,1,8,2,0.16759999841451645,1.0262529833996528,6.103515625e-05,ok,
16,1024,candidate-h2-w4-s2,candidate,2,4,2,0.2340639978647232,0.73484175251113,6.103515625e-05,ok,
16,1024,candidate-h3-w4-s2,candidate,3,4,2,0.3556800037622452,0.4835807370988678,6.103515625e-05,ok,
16,1024,candidate-h6-w4-s2,candidate,6,4,2,0.6525120139122009,0.26359667672543136,6.103515625e-05,ok,
16,2048,production-default,production,,,,0.32548800110816956,1.0,0.0,ok,
16,2048,production-w4-s2,production,,4,2,0.3277599960565567,0.9930681139378733,0.0,ok,
16,2048,production-w8-s2,production,,8,2,0.49025601148605347,0.663914349814003,3.0517578125e-05,ok,
16,2048,candidate-h1-w4-s2,candidate,1,4,2,0.3033600002527237,1.0729430407338194,3.0517578125e-05,ok,
16,2048,candidate-h1-w8-s2,candidate,1,8,2,0.3104960024356842,1.048284031210968,3.0517578125e-05,ok,
16,2048,candidate-h2-w4-s2,candidate,2,4,2,0.4821600019931793,0.6750622195176902,3.0517578125e-05,ok,
16,2048,candidate-h3-w4-s2,candidate,3,4,2,0.7260319888591766,0.44831082666152633,3.0517578125e-05,ok,
16,2048,candidate-h6-w4-s2,candidate,6,4,2,1.2845119833946228,0.2533942892833055,3.0517578125e-05,ok,
16,4096,production-default,production,,,,0.6208159923553467,1.0,0.0,ok,
16,4096,production-w4-s2,production,,4,2,0.6223999857902527,0.9974550233433974,0.0,ok,
16,4096,production-w8-s2,production,,8,2,0.944927990436554,0.656998203713419,1.52587890625e-05,ok,
16,4096,candidate-h1-w4-s2,candidate,1,4,2,0.5661599934101105,1.0965380803684674,3.0517578125e-05,ok,
16,4096,candidate-h1-w8-s2,candidate,1,8,2,0.5787039995193481,1.0727694864230684,1.52587890625e-05,ok,
16,4096,candidate-h2-w4-s2,candidate,2,4,2,0.925247997045517,0.6709725331346014,3.0517578125e-05,ok,
16,4096,candidate-h3-w4-s2,candidate,3,4,2,1.4276479482650757,0.43485229892270183,3.0517578125e-05,ok,
16,4096,candidate-h6-w4-s2,candidate,6,4,2,2.5814560651779175,0.24049062880818745,3.0517578125e-05,ok,
16,8192,production-default,production,,,,1.2090399861335754,1.0,0.0,ok,
16,8192,production-w4-s2,production,,4,2,1.2095999717712402,0.9995370488998567,0.0,ok,
16,8192,production-w8-s2,production,,8,2,1.8537760376930237,0.6522039132829629,3.0517578125e-05,ok,
16,8192,candidate-h1-w4-s2,candidate,1,4,2,1.0898079872131348,1.109406427847296,3.0517578125e-05,ok,
16,8192,candidate-h1-w8-s2,candidate,1,8,2,1.1124159693717957,1.0868596095544596,3.0517578125e-05,ok,
16,8192,candidate-h2-w4-s2,candidate,2,4,2,1.8045920133590698,0.6699796835978825,3.0517578125e-05,ok,
16,8192,candidate-h3-w4-s2,candidate,3,4,2,2.8302561044692993,0.4271839513831849,3.0517578125e-05,ok,
16,8192,candidate-h6-w4-s2,candidate,6,4,2,5.134912014007568,0.23545485936962998,3.0517578125e-05,ok,
16,16384,production-default,production,,,,2.3684639930725098,1.0,0.0,ok,
16,16384,production-w4-s2,production,,4,2,2.3689759969711304,0.9997838712172368,0.0,ok,
16,16384,production-w8-s2,production,,8,2,3.6841440200805664,0.6428804031989811,1.52587890625e-05,ok,
16,16384,candidate-h1-w4-s2,candidate,1,4,2,2.1464641094207764,1.1034258540254094,3.0517578125e-05,ok,
16,16384,candidate-h1-w8-s2,candidate,1,8,2,2.22107195854187,1.0663607651088451,3.0517578125e-05,ok,
16,16384,candidate-h2-w4-s2,candidate,2,4,2,3.601696014404297,0.6575968609233787,3.0517578125e-05,ok,
16,16384,candidate-h3-w4-s2,candidate,3,4,2,5.576496124267578,0.42472261081031165,3.0517578125e-05,ok,
16,16384,candidate-h6-w4-s2,candidate,6,4,2,10.182079792022705,0.23261102264471709,3.0517578125e-05,ok,
32,128,production-default,production,,,,0.056304000318050385,1.0,0.0,ok,
