rows,hidden_size,block_size,num_warps,baseline_median_ms,fused_median_ms,speedup,baseline_effective_gbps,fused_effective_gbps,max_abs_error,status,error
128,8960,128,4,0.01616000011563301,0.03227199986577034,0.5007436843966183,709.7029652187443,213.22756657850346,0.0078125,ok,
128,8960,128,8,0.01616000011563301,0.031088000163435936,0.5198147204926855,709.7029652187443,221.34842909880703,0.0078125,ok,
128,8960,256,4,0.01616000011563301,0.030271999537944794,0.5338266504456394,709.7029652187443,227.3150140404362,0.0078125,ok,
128,8960,256,8,0.01616000011563301,0.0313120000064373,0.5160960689930616,709.7029652187443,219.7649463012681,0.0078125,ok,
128,8960,512,4,0.01616000011563301,0.030112000182271004,0.5366631249274337,709.7029652187443,228.52284665073432,0.0078125,ok,
128,8960,512,8,0.01616000011563301,0.030047999694943428,0.5378061860920634,709.7029652187443,229.00958698951277,0.0078125,ok,
128,8960,1024,4,0.01616000011563301,0.031072000041604042,0.5200823923144786,709.7029652187443,221.46240959018627,0.0078125,ok,
128,8960,1024,8,0.01616000011563301,0.030047999694943428,0.5378061860920634,709.7029652187443,229.00958698951277,0.0078125,ok,
256,8960,128,4,0.015984000638127327,0.035312000662088394,0.45265066658452013,1435.0349777443048,389.74172354883683,0.0078125,ok,
256,8960,128,8,0.015984000638127327,0.03572800010442734,0.44738022255398013,1435.0349777443048,385.20376062959576,0.0078125,ok,
256,8960,256,4,0.015984000638127327,0.03076800052076578,0.5195007919783245,1435.0349777443048,447.3010844728582,0.0078125,ok,
256,8960,256,8,0.015984000638127327,0.030608000233769417,0.522216430869351,1435.0349777443048,449.63930655018555,0.0078125,ok,
256,8960,512,4,0.015984000638127327,0.02993600070476532,0.5339390787622121,1435.0349777443048,459.7327524050073,0.0078125,ok,
256,8960,512,8,0.015984000638127327,0.02985600009560585,0.5353697945787393,1435.0349777443048,460.96462874896446,0.0078125,ok,
256,8960,1024,4,0.015984000638127327,0.029504000209271908,0.5417570676773588,1435.0349777443048,466.4642049343189,0.0078125,ok,
256,8960,1024,8,0.015984000638127327,0.03046399913728237,0.5246849097551946,1435.0349777443048,451.7647186759909,0.0078125,ok,
384,8960,128,4,0.018079999834299088,0.04086400009691715,0.44244322120738916,1903.0088669983577,505.1840238605864,0.0078125,ok,
384,8960,128,8,0.018079999834299088,0.04076800122857094,0.4434850689130254,1903.0088669983577,506.373611113719,0.0078125,ok,
384,8960,256,4,0.018079999834299088,0.0326399989426136,0.5539215814953503,1903.0088669983577,632.470608724443,0.0078125,ok,
384,8960,256,8,0.018079999834299088,0.032416000962257385,0.5577492379565883,1903.0088669983577,636.8410472357787,0.0078125,ok,
384,8960,512,4,0.018079999834299088,0.02995199989527464,0.6036324752108279,1903.0088669983577,689.2307716406231,0.0078125,ok,
384,8960,512,8,0.018079999834299088,0.029680000618100166,0.6091644022161209,1903.0088669983577,695.5471553262192,0.0078125,ok,
384,8960,1024,4,0.018079999834299088,0.029583999887108803,0.6111411541134243,1903.0088669983577,697.8042211592737,0.0078125,ok,
384,8960,1024,8,0.018079999834299088,0.03017600066959858,0.5991516249041626,1903.0088669983577,684.1145129214573,0.0078125,ok,
512,8960,128,4,0.021423999220132828,0.04608000069856644,0.4649305315830721,2141.2995551684667,597.3333242778426,0.0078125,ok,
512,8960,128,8,0.021423999220132828,0.046112000942230225,0.4646078847667687,2141.2995551684667,596.9187941873064,0.0078125,ok,
512,8960,256,4,0.021423999220132828,0.03494400158524513,0.613095187964362,2141.2995551684667,787.6922719584094,0.0078125,ok,
512,8960,256,8,0.021423999220132828,0.035551998764276505,0.6026102600357922,2141.2995551684667,774.2214490527575,0.0078125,ok,
512,8960,512,4,0.021423999220132828,0.030608000233769417,0.6999476952596204,2141.2995551684667,899.2786131003711,0.0078125,ok,
512,8960,512,8,0.021423999220132828,0.03054399974644184,0.7014143333545755,2141.2995551684667,901.1629200005633,0.0078125,ok,
512,8960,1024,4,0.021423999220132828,0.029728000052273273,0.7206673567835437,2141.2995551684667,925.8988143030219,0.0078125,ok,
512,8960,1024,8,0.021423999220132828,0.02971199993044138,0.7210554412455725,2141.2995551684667,926.3974173545681,0.0078125,ok,
768,8960,128,4,0.0294560007750988,0.05704000033438206,0.5164095477282734,2336.1216115316047,723.8373029095686,0.0078125,ok,
768,8960,128,8,0.0294560007750988,0.06588800251483917,0.44706167512764977,2336.1216115316047,626.6342645719343,0.0078125,ok,
768,8960,256,4,0.0294560007750988,0.04081600159406662,0.7216777642271748,2336.1216115316047,1011.5562129437478,0.0078125,ok,
