backend,request_throughput_rps,output_throughput_tok_s,total_throughput_tok_s,ttft_median_ms,ttft_p95_ms,tpot_median_ms,tpot_p95_ms,itl_median_ms,itl_p95_ms,e2e_median_ms,e2e_p95_ms,peak_gpu_memory_bytes,setup_time_s,exact_request_fraction_vs_pytorch_baseline,min_matched_prefix_tokens_vs_pytorch_baseline,output_throughput_vs_pytorch_baseline,output_throughput_vs_custom_kernels
regime-dispatched,16.8373699706317,2155.1833562408574,36638.117056094576,753.932660445571,1547.5282127037644,21.213527952181543,22.60992911123619,19.82356421649456,31.04492463171482,3448.380570858717,3768.6455184593797,7331151872,0.009569976478815079,,,,
vllm,44.05804725777273,5639.430048994909,95870.31083291346,,,,,,,,,,0.0,,,,
