batch_size,context_length,heads_per_program,num_warps,num_programs,kv_read_factor,production_median_ms,grouped_median_ms,speedup,production_gbps,grouped_gbps,max_abs_error,status,error
1,16384,6,8,2,1,1.2291200160980225,5.840847969055176,0.2104352009519684,81.8986711481331,2.8723938867927608,7.62939453125e-06,ok,
2,256,1,4,24,6,0.05257599987089634,0.06359999999403954,0.8266666647142085,59.832014754346694,49.4611320801071,3.0517578125e-05,ok,
2,256,1,8,24,6,0.05257599987089634,0.061264000833034515,0.8581875025463,59.832014754346694,51.347087314346176,6.103515625e-05,ok,
2,256,2,4,12,3,0.05257599987089634,0.07804799824953079,0.6736367498216063,59.832014754346694,20.15252197719825,3.0517578125e-05,ok,
2,256,2,8,12,3,0.05257599987089634,0.0745600014925003,0.7051501987454326,59.832014754346694,21.095278547683616,6.103515625e-05,ok,
2,256,3,4,8,2,0.05257599987089634,0.09694400057196617,0.5423337139039013,59.832014754346694,10.816306257359285,3.0517578125e-05,ok,
2,256,3,8,8,2,0.05257599987089634,0.09222400188446045,0.5700902020795444,59.832014754346694,11.36988179404393,6.103515625e-05,ok,
2,256,6,4,4,1,0.05257599987089634,0.13972800225019455,0.37627389660058735,59.832014754346694,3.752204222180311,3.0517578125e-05,ok,
2,256,6,8,4,1,0.05257599987089634,0.1318719983100891,0.39868964256738587,59.832014754346694,3.97573409608284,6.103515625e-05,ok,
2,512,1,4,24,6,0.07087999954819679,0.08555199950933456,0.8285019631886347,88.76207731522278,73.53955531236345,3.0517578125e-05,ok,
2,512,1,8,24,6,0.07087999954819679,0.08103999868035316,0.8746298211056178,88.76207731522278,77.63395980317631,2.384185791015625e-07,ok,
2,512,2,4,12,3,0.07087999954819679,0.11579200252890587,0.6121320816651615,88.76207731522278,27.167057579945666,3.0517578125e-05,ok,
2,512,2,8,12,3,0.07087999954819679,0.10843199864029884,0.6536815740464843,88.76207731522278,29.011067207525283,2.384185791015625e-07,ok,
2,512,3,4,8,2,0.07087999954819679,0.15227200090885162,0.4654828144710911,88.76207731522278,13.772407188996832,3.0517578125e-05,ok,
2,512,3,8,8,2,0.07087999954819679,0.1424800008535385,0.49747332343896794,88.76207731522278,14.7189218657835,2.384185791015625e-07,ok,
2,512,6,4,4,1,0.07087999954819679,0.23867200314998627,0.29697659806229715,88.76207731522278,4.393376626336243,3.0517578125e-05,ok,
2,512,6,8,4,1,0.07087999954819679,0.22255999594926834,0.31847592037319056,88.76207731522278,4.711430711200313,2.384185791015625e-07,ok,
2,1024,1,4,24,6,0.10857599973678589,0.13012799620628357,0.8343784804360418,115.89036279199803,96.6964248035689,3.0517578125e-05,ok,
