pattern,batch_size,max_prompt_length,total_prompt_tokens,causal_attention_pairs,block_m,block_n,num_warps,num_stages,sdpa_median_ms,triton_median_ms,speedup,triton_pairs_per_second,max_abs_error,status,error
ramp,8,128,576,26400,128,64,4,2,0.4002240002155304,0.05448000133037567,7.346255331172008,484581485.9641076,0.0009765625,ok,
ramp,8,256,1152,105024,32,32,4,2,0.3738880008459091,0.060912000015378,6.138166547667396,1724192276.9484727,0.0009765625,ok,
ramp,8,256,1152,105024,64,32,4,2,0.3738880008459091,0.05641600117087364,6.627339639218162,1861599507.591857,0.0009765625,ok,
ramp,8,256,1152,105024,64,64,4,2,0.3738880008459091,0.057151999324560165,6.54199337319135,1837626001.5608518,0.0009765625,ok,
ramp,8,256,1152,105024,128,64,4,2,0.3738880008459091,0.0655359998345375,5.705078152311486,1602539066.546022,0.0009765625,ok,
ramp,8,512,2304,418944,32,32,4,2,0.3904320001602173,0.08937600255012512,4.3684209297820145,4687432734.13959,0.0009765625,ok,
ramp,8,512,2304,418944,64,32,4,2,0.3904320001602173,0.0750880017876625,5.199658945037582,5579373402.220906,0.0009765625,ok,
ramp,8,512,2304,418944,64,64,4,2,0.3904320001602173,0.07412800192832947,5.266997490876737,5651629466.62255,0.00048828125,ok,
ramp,8,512,2304,418944,128,64,4,2,0.3904320001602173,0.08961599692702293,4.356722165108067,4674879646.110046,0.00048828125,ok,
ramp,8,2048,9216,6689280,32,32,4,2,0.6412160098552704,0.47785599529743195,1.341860343211051,13998526890.58843,0.0009765625,ok,
ramp,8,2048,9216,6689280,64,32,4,2,0.6412160098552704,0.28647999465465546,2.238257546144681,23349902697.616848,0.0009765625,ok,
ramp,8,2048,9216,6689280,64,64,4,2,0.6412160098552704,0.2901439964771271,2.2099923404957282,23055035021.299625,0.0009765625,ok,
ramp,8,2048,9216,6689280,128,64,4,2,0.6412160098552704,0.35201600193977356,1.8215535837060501,19002772496.531193,0.0009765625,ok,
ramp,8,4096,18432,26747904,32,32,4,2,1.2899360060691833,1.5961599946022034,0.8081495654767757,16757658436.782299,0.00048828125,ok,
ramp,8,4096,18432,26747904,64,32,4,2,1.2899360060691833,0.828656017780304,1.5566603975489086,32278657761.57495,0.00048828125,ok,
ramp,8,4096,18432,26747904,64,64,4,2,1.2899360060691833,0.8624480068683624,1.4956681397561273,31013932187.198616,0.00048828125,ok,
ramp,8,4096,18432,26747904,128,64,4,2,1.2899360060691833,0.9793760180473328,1.3170998495971353,27311169057.753345,0.00048828125,ok,
ramp,8,8192,36864,106973184,32,32,4,2,3.401903986930847,6.062351942062378,0.5611525063940017,17645492215.288364,0.0009765625,ok,
ramp,8,8192,36864,106973184,64,32,4,2,3.401903986930847,2.9323999881744385,1.160109125852472,36479738245.59862,0.0009765625,ok,
ramp,8,8192,36864,106973184,64,64,4,2,3.401903986930847,3.060096025466919,1.111698442996335,34957459867.18757,0.00048828125,ok,
ramp,8,8192,36864,106973184,128,64,4,2,3.401903986930847,3.2994720935821533,1.0310449339904815,32421302852.682087,0.00048828125,ok,
ramp,8,16384,73728,427855872,32,32,4,2,10.37230396270752,23.942959785461426,0.4332089288729357,17869798714.685284,0.0009765625,ok,
ramp,8,16384,73728,427855872,64,32,4,2,10.37230396270752,11.214159965515137,0.9249291961772952,38153180738.96816,0.0009765625,ok,
ramp,8,16384,73728,427855872,64,64,4,2,10.37230396270752,11.977407932281494,0.8659890371398389,35721908648.268,0.0009765625,ok,
ramp,8,16384,73728,427855872,128,64,4,2,10.37230396270752,12.14188814163208,0.8542579079725653,35238001454.8947,0.0009765625,ok,
