backend,request_throughput_rps,output_throughput_tok_s,total_throughput_tok_s,ttft_median_ms,ttft_p95_ms,tpot_median_ms,tpot_p95_ms,itl_median_ms,itl_p95_ms,e2e_median_ms,e2e_p95_ms,peak_gpu_memory_bytes,setup_time_s,exact_request_fraction_vs_pytorch_baseline,min_matched_prefix_tokens_vs_pytorch_baseline,output_throughput_vs_pytorch_baseline,output_throughput_vs_custom_kernels
regime-dispatched,5.933656993231772,759.5080951336669,2278.5242854010003,12.711729854345322,12.711729854345322,10.515428287541772,10.515428287541772,10.477643460035324,10.674448683857918,1348.219545558095,1348.219545558095,3412988928,0.004496235400438309,,,,
vllm,19.894647041121885,2546.5148212636013,7639.544463790804,,,,,,,,,,0.0,,,,
