backend,request_throughput_rps,output_throughput_tok_s,total_throughput_tok_s,ttft_median_ms,ttft_p95_ms,tpot_median_ms,tpot_p95_ms,itl_median_ms,itl_p95_ms,e2e_median_ms,e2e_p95_ms,peak_gpu_memory_bytes,setup_time_s,exact_request_fraction_vs_pytorch_baseline,min_matched_prefix_tokens_vs_pytorch_baseline,output_throughput_vs_pytorch_baseline,output_throughput_vs_custom_kernels
regime-dispatched,42.20360268343997,5402.061143480316,16206.183430440948,73.33795540034771,117.81947873532772,11.0361651759448,11.148998997812196,10.853955522179604,11.694228276610374,1473.6571162939072,1506.3293855637312,4042767360,0.013442819938063622,,,,
vllm,110.93889668283263,14200.178775402577,42600.53632620773,,,,,,,,,,0.0,,,,
